label,title,text
1,AWESOME Transmitter!,"This is the best way to play your ipod in the car. It is so great! It comes in crystal clear, better than a CD! It is so easy to use, I tune it into 88.9 in VT and there is NO static whatsoever. Simply the best, I have tried quite a few others and this one is amazing! You have to get it. This is the best price around as well. Most places sell it for 100.00!"
0,Zero Stars For Dull,"Do not listen to the film buffs who call this ""art"" and a series of vignettes that defy any meaning, its worthless and boring. The whole film has no interest to offer, what it tends to portray is stuffy French poseurs who smoke and talk about nothing in particular, that isn't very entertaining. I was dragged to the ending finally and was exhausted by the absolute uselessness of this picture and of Godard himself who isn't a very capable film director."
0,boo-hoo,I am a girl. I never skate boarded ever. It does'nt intrest me. Santa got me a silver hi-tide board. Hi-Tide! from the makers of the wave it said on the box. I got teary eyed. I didn't try it. My dad did and fell off. I'll never use it. I like dolls and animals. I'm a tom boy but not a 'gnarly grinder.I'm only 9. Box said ages8 and up. We are returning it. Buy this to break someone's heart!
0,Shun and Wustoff user,"Purchased the Kyocera Revolution 7"" ceramic knife because of the general hype about them. I currently use Shun and Wustoff knives that I have had for years. I think my Shun and Wustoff knives are far sharper than the Kyocera. Even when cutting a shallot I find there is more effort used with the ceramic knife than the Shun or the Wustoff. Although it does do a good job with tomatoes and vegetables. Meat and fish are pretty much the same as a metal knife.If I had to choose one knife to do all jobs,..it would be a non-ceramic knife and I would wash, hone and store immediately.If I could I would return the Kyocera."
0,Forget about the root kit and focus on the music -- which is only okay,"Santana is like an old oak tree -- some years there's an abundance of acorns, and other years there's a scarcity. This is a lean season, as the music seems more like muzak at times. I don't fault his effort, but the outcomes are not what his hard core fans look for. But like the mighty oak, Santana endures, and there no doubt will be other, more plentiful seasons ahead."
1,Nice inexpensive iPod cables,"I bought several of these for myself and my sister and I was pleased that they really worked. I use one in my car to hook my iPod to my stereo and as long as I leave my iPod alone and don't move it around too much, it works great. Sometimes it gets bumped and the connection is lost, but that doesn't happen very often."
0,Zwan sucks get the pumpkins back....,Come on Billy is this what you broke up the pumpkins for.....shameful.
1,What A Huge Difference.,"The only other whey protein powder I'd tried in the past was EAS Myoplex, specifically a flavor they tried to make palatable by calling it Cookies and Cream. Imagine gagging down a tumbler of pus from a large abscess.What a relief to find Optimum Nutrition's 100% Whey Gold Standard. I got a couple 5 lb containers each of the French Vanilla Cream and the Extreme Milk Chocolate. I mix either with non-fat milk, a heaping tbsp of PB2 powdered peanut butter and some whole ground flax seed meal, and the result is killer. Awesome for breakfast, before a workout and after.I'm sold on this stuff."
0,Overrated,I'm not sure why Ender's Game is rated so highly. It does not really introduce any amazing concepts. The main character being good at video games does not really excite me.
0,It's a horrible nightmare!,"I got this machine, because my husband said: ""because it's the most expensive it must be the best"".It wasn't. The poop was there and it was in the litterbox. So I had to clean it up by myself.So we paid extra money and I had to clean up like if I had the normal litter box. My cat even pee on the floor. It was horrible tosee the way that box was looking. I had to clean it up 3 times a day, and besides, I had to see all the residues of the disgrace that the machine does.This doesn't work properly, so it will leave everything on top, with a horrible smell. If you can, don't get it.Save your money!"
